customer_id,first_purchase_date,last_purchase_date,tenure_days,days_since_last_purchase,churn_flag
15330,2011-10-10,2011-11-07,28,32,0
15331,2010-04-09,2010-07-28,110,499,1
15332,2010-07-14,2010-12-08,147,366,1
15333,2011-05-15,2011-05-15,0,208,1
15334,2011-06-19,2011-07-06,17,156,1
15335,2011-10-17,2011-10-17,0,53,0
15336,2010-11-03,2010-11-03,0,401,1
15337,2010-10-24,2010-10-24,0,411,1
15338,2010-01-31,2010-01-31,0,677,1
15339,2010-02-08,2011-10-04,603,66,0
15340,2010-05-27,2010-05-27,0,561,1
15341,2010-09-16,2011-09-20,369,80,0
15342,2011-08-02,2011-08-02,0,129,1
15343,2011-09-13,2011-09-13,0,87,0
15344,2011-09-26,2011-12-09,74,0,0
15345,2011-10-25,2011-10-25,0,45,0
15346,2010-10-04,2011-01-11,99,332,1
15347,2010-09-28,2010-12-08,71,366,1
15348,2011-09-28,2011-09-28,0,72,0
15349,2011-06-05,2011-07-04,29,158,1
15350,2010-11-21,2010-12-01,10,373,1
15351,2010-10-03,2011-11-27,420,12,0
15352,2010-06-09,2010-06-09,0,548,1
15353,2009-12-02,2011-03-30,483,254,1
15354,2010-04-15,2010-04-15,0,603,1
15355,2011-10-17,2011-11-10,24,29,0
15356,2010-10-13,2011-11-08,391,31,0
15358,2009-12-07,2011-12-05,728,4,0
15359,2010-01-15,2010-02-15,31,662,1
15360,2011-10-31,2011-10-31,0,39,0
15361,2010-06-14,2010-12-13,182,361,1
15362,2009-12-01,2010-09-17,290,448,1
15363,2010-08-04,2010-12-02,120,372,1
15364,2011-03-30,2011-09-05,159,95,1
15365,2010-02-04,2011-11-14,648,25,0
15366,2010-02-26,2011-09-25,576,75,0
15367,2009-12-10,2011-10-13,672,57,0
15368,2010-11-10,2011-11-18,373,21,0
15369,2009-12-08,2010-08-04,239,492,1
15370,2010-10-25,2011-10-30,370,40,0
15371,2010-02-15,2010-02-15,0,662,1
15372,2010-02-14,2011-07-25,526,137,1
15373,2010-05-02,2011-12-01,578,8,0
15374,2010-03-25,2011-08-03,496,128,1
15375,2010-01-18,2010-01-18,0,690,1
15376,2011-05-01,2011-10-30,182,40,0
15377,2010-10-20,2010-11-22,33,382,1
15378,2010-07-26,2010-09-03,39,462,1
15379,2010-11-04,2011-06-23,231,169,1
15380,2009-12-01,2011-12-01,730,8,0
15381,2010-05-05,2011-05-10,370,213,1
15382,2009-12-04,2011-11-25,721,14,0
15384,2010-04-26,2011-06-23,423,169,1
15385,2010-01-31,2011-10-30,637,40,0
15386,2011-06-06,2011-06-06,0,186,1
15387,2010-08-04,2010-08-04,0,492,1
15388,2011-03-14,2011-03-14,0,270,1
15389,2010-01-27,2011-06-20,509,172,1
15390,2010-10-26,2010-11-08,13,396,1
15391,2010-05-04,2010-05-04,0,584,1
15392,2010-10-04,2011-12-05,427,4,0
15393,2009-12-15,2011-11-23,708,16,0
15394,2009-12-15,2011-11-30,715,9,0
15395,2011-01-18,2011-01-18,0,325,1
15396,2010-05-05,2011-08-19,471,112,1
15397,2011-02-23,2011-02-23,0,289,1
15398,2011-09-22,2011-11-23,62,16,0
15399,2011-09-21,2011-12-08,78,1,0
15400,2010-05-28,2011-09-08,468,92,1
15401,2010-05-20,2010-09-13,116,452,1
15402,2010-04-27,2011-07-14,443,148,1
15403,2009-12-09,2010-08-05,239,491,1
15404,2010-11-29,2010-11-29,0,375,1
15405,2010-05-12,2011-06-03,387,189,1
15406,2010-09-12,2011-11-08,422,31,0
15407,2011-02-07,2011-11-06,272,33,0
15408,2011-03-20,2011-03-20,0,264,1
15409,2009-12-18,2009-12-18,0,721,1
15410,2010-04-19,2011-09-16,515,84,0
15411,2011-06-10,2011-11-13,156,26,0
15412,2011-06-21,2011-06-21,0,171,1
15413,2009-12-01,2010-01-17,47,691,1
15414,2011-04-11,2011-11-30,233,9,0
15415,2011-01-30,2011-01-30,0,313,1
15416,2010-02-01,2011-10-06,612,64,0
15417,2011-09-15,2011-09-15,0,85,0
15418,2010-05-02,2010-10-10,161,425,1
15419,2011-11-15,2011-11-15,0,24,0
15420,2009-12-05,2010-10-01,300,434,1
15421,2009-12-07,2011-10-12,674,58,0
15422,2010-02-07,2011-01-20,347,323,1
15423,2010-03-28,2011-11-01,583,38,0
15424,2010-09-02,2011-03-30,209,254,1
15425,2010-02-14,2010-11-04,263,400,1
15426,2010-05-02,2011-11-20,567,19,0
15427,2011-10-23,2011-11-06,14,33,0
15428,2009-12-17,2011-11-24,707,15,0
15429,2011-09-25,2011-11-13,49,26,0
15430,2010-06-29,2010-08-29,61,467,1
15431,2010-07-25,2010-07-25,0,502,1
15432,2010-06-16,2011-11-16,518,23,0
15433,2011-03-17,2011-05-10,54,213,1
15434,2010-01-24,2011-12-01,676,8,0
15435,2011-11-17,2011-11-17,0,22,0
15436,2011-04-19,2011-11-27,222,12,0
15437,2010-03-09,2011-03-22,378,262,1
15438,2011-07-31,2011-07-31,0,131,1
15439,2010-02-24,2010-10-31,249,404,1
15440,2011-05-15,2011-10-16,154,54,0
15441,2009-12-09,2010-11-08,334,396,1
15442,2011-04-05,2011-04-05,0,248,1
15443,2010-03-07,2011-12-08,641,1,0
15444,2011-10-30,2011-11-30,31,9,0
15445,2010-04-28,2011-03-20,326,264,1
15446,2009-12-13,2010-11-28,350,376,1
15447,2010-03-24,2011-01-13,295,330,1
15448,2010-02-03,2011-01-31,362,312,1
15449,2011-03-23,2011-11-13,235,26,0
15450,2011-11-09,2011-11-09,0,30,0
15451,2010-04-19,2010-10-01,165,434,1
15452,2010-07-16,2011-11-10,482,29,0
15453,2011-06-05,2011-12-08,186,1,0
15454,2010-03-31,2010-12-12,256,362,1
15455,2010-04-21,2010-04-21,0,597,1
15456,2009-12-08,2011-03-01,448,283,1
15457,2011-03-22,2011-03-22,0,262,1
15458,2010-11-02,2011-11-14,377,25,0
15459,2010-07-30,2010-10-18,80,417,1
15460,2010-12-20,2010-12-20,0,354,1
15461,2010-03-18,2010-09-05,171,460,1
15462,2010-09-20,2011-09-06,351,94,1
15463,2011-11-10,2011-11-10,0,29,0
15464,2011-01-05,2011-01-05,0,338,1
15465,2009-12-10,2011-11-20,710,19,0
15466,2009-12-03,2011-09-15,651,85,0
15467,2011-07-10,2011-11-30,143,9,0
15468,2010-11-12,2011-10-19,341,51,0
15469,2010-09-27,2011-10-20,388,50,0
15470,2010-05-13,2010-05-13,0,575,1
15471,2010-06-07,2011-12-07,548,2,0
15472,2011-08-18,2011-08-18,0,113,1
15473,2010-09-21,2011-11-25,430,14,0
15474,2010-04-23,2010-04-23,0,595,1
15475,2011-09-23,2011-09-23,0,77,0
15476,2010-09-23,2010-11-24,62,380,1
15477,2010-02-28,2010-02-28,0,649,1
15478,2010-05-13,2011-10-30,535,40,0
15479,2009-12-06,2009-12-06,0,733,1
15480,2010-02-01,2011-08-15,560,116,1
15481,2010-11-03,2010-11-03,0,401,1
15482,2009-12-02,2011-11-24,722,15,0
15483,2010-01-24,2011-07-01,523,161,1
15484,2009-12-05,2011-12-08,733,1,0
15485,2009-12-01,2011-11-09,708,30,0
15486,2010-06-30,2010-06-30,0,527,1
15487,2010-01-29,2010-01-29,0,679,1
15488,2010-05-05,2011-09-08,491,92,1
15489,2010-01-15,2011-11-17,671,22,0
15490,2010-10-05,2010-10-05,0,430,1
15491,2011-04-18,2011-09-05,140,95,1
15492,2011-09-26,2011-11-11,46,28,0
15493,2010-02-23,2011-11-07,622,32,0
15494,2009-12-10,2011-11-18,708,21,0
15495,2010-11-25,2010-11-25,0,379,1
15496,2010-03-18,2010-03-18,0,631,1
15497,2009-12-18,2011-11-22,704,17,0
15498,2009-12-16,2011-12-07,721,2,0
15499,2009-12-16,2009-12-16,0,723,1
15500,2011-09-19,2011-12-01,73,8,0
15501,2010-10-20,2010-10-31,11,404,1
15502,2010-06-03,2011-11-24,539,15,0
15503,2009-12-13,2010-12-12,364,362,1
15504,2010-02-12,2011-09-19,584,81,0
15505,2011-07-07,2011-10-18,103,52,0
15506,2010-08-19,2011-11-17,455,22,0
15507,2011-06-21,2011-06-21,0,171,1
15508,2011-04-18,2011-06-03,46,189,1
15509,2010-11-24,2010-11-24,0,380,1
15510,2011-01-13,2011-01-13,0,330,1
15511,2011-09-15,2011-11-28,74,11,0
15512,2010-02-01,2011-07-07,521,155,1
15513,2010-01-13,2011-11-06,662,33,0
15514,2009-12-04,2011-11-27,723,12,0
15515,2010-11-17,2010-11-17,0,387,1
15516,2011-10-24,2011-10-26,2,44,0
15517,2011-04-20,2011-04-20,0,233,1
15518,2009-12-20,2011-10-06,655,64,0
15519,2010-09-19,2010-11-21,63,383,1
15520,2011-12-08,2011-12-08,0,1,0
15521,2010-01-05,2011-10-30,663,40,0
15522,2011-09-13,2011-11-07,55,32,0
15523,2009-12-02,2011-09-16,653,84,0
15524,2010-04-12,2011-11-15,582,24,0
15525,2010-11-22,2011-12-07,380,2,0
15526,2011-11-06,2011-11-06,0,33,0
15527,2009-12-15,2011-11-21,706,18,0
15528,2011-03-30,2011-03-30,0,254,1
15529,2010-11-10,2011-11-17,372,22,0
15530,2010-07-15,2011-11-18,491,21,0
15531,2011-11-09,2011-12-01,22,8,0
15532,2010-06-08,2011-11-14,524,25,0
15533,2011-09-11,2011-11-20,70,19,0
15534,2009-12-14,2009-12-14,0,725,1
15535,2010-09-16,2011-06-19,276,173,1
15536,2010-10-26,2010-10-26,0,409,1
15537,2011-06-29,2011-06-29,0,163,1
15538,2010-02-14,2010-06-20,126,537,1
15539,2011-12-02,2011-12-02,0,7,0
15540,2010-11-29,2011-11-28,364,11,0
15541,2011-08-17,2011-08-17,0,114,1
15542,2009-12-02,2010-07-15,225,512,1
15543,2010-09-06,2011-02-24,171,288,1
15544,2010-01-28,2011-11-30,671,9,0
15545,2010-12-03,2011-10-16,317,54,0
15546,2010-04-12,2010-04-12,0,606,1
15547,2009-12-06,2011-12-02,726,7,0
15548,2010-04-23,2010-04-23,0,595,1
15549,2010-01-11,2011-09-23,620,77,0
15550,2009-12-03,2011-12-05,732,4,0
15551,2010-06-07,2011-11-03,514,36,0
15552,2010-03-26,2011-05-06,406,217,1
15553,2011-10-10,2011-10-10,0,60,0
15554,2011-03-07,2011-03-07,0,277,1
15555,2009-12-06,2011-11-27,721,12,0
15556,2011-11-15,2011-11-15,0,24,0
15557,2011-11-11,2011-11-11,0,28,0
15558,2010-03-10,2010-03-10,0,639,1
15559,2010-05-20,2010-05-20,0,568,1
15560,2010-11-07,2010-11-07,0,397,1
15561,2010-02-14,2011-11-28,652,11,0
15562,2009-12-13,2010-12-23,375,351,1
15563,2010-01-28,2011-11-17,658,22,0
15564,2010-02-01,2010-09-02,213,463,1
15565,2011-09-30,2011-10-20,20,50,0
15566,2009-12-15,2010-11-12,332,392,1
15567,2011-11-21,2011-11-21,0,18,0
15568,2011-09-27,2011-12-07,71,2,0
15569,2010-02-28,2011-08-28,546,103,1
15570,2010-03-28,2011-12-02,614,7,0
15571,2009-12-06,2011-11-28,722,11,0
15572,2010-04-14,2011-12-05,600,4,0
15573,2009-12-10,2011-11-08,698,31,0
15574,2010-09-01,2011-06-15,287,177,1
15575,2010-03-30,2010-03-30,0,619,1
15576,2011-11-02,2011-11-02,0,37,0
15577,2009-12-13,2011-07-11,575,151,1
15578,2011-06-30,2011-06-30,0,162,1
15579,2010-10-03,2011-10-02,364,68,0
15580,2010-02-07,2010-11-28,294,376,1
15581,2009-12-02,2011-08-11,617,120,1
15582,2011-05-03,2011-11-15,196,24,0
15583,2010-11-28,2010-11-28,0,376,1
15584,2010-02-07,2011-11-16,647,23,0
15585,2011-06-16,2011-06-16,0,176,1
15586,2010-01-08,2010-04-26,108,592,1
15587,2010-08-05,2011-10-20,441,50,0
15588,2010-01-31,2010-01-31,0,677,1
15589,2011-02-02,2011-03-29,55,255,1
15590,2010-04-12,2010-11-22,224,382,1
15591,2010-02-04,2010-05-06,91,582,1
15592,2011-10-24,2011-10-24,0,46,0
15593,2011-09-30,2011-09-30,0,70,0
15594,2011-04-19,2011-11-24,219,15,0
15595,2010-08-09,2010-08-09,0,487,1
15596,2010-07-28,2011-08-31,399,100,1
15597,2010-05-13,2011-11-04,540,35,0
15598,2010-10-08,2011-10-17,374,53,0
15599,2010-09-20,2011-11-13,419,26,0
15600,2010-04-25,2010-10-07,165,428,1
15601,2009-12-01,2011-11-28,727,11,0
15602,2009-12-02,2011-12-01,729,8,0
15603,2010-03-01,2011-09-22,570,78,0
15604,2011-10-18,2011-10-18,0,52,0
15605,2010-01-14,2011-11-03,658,36,0
15606,2010-03-02,2011-10-09,586,61,0
15607,2010-01-08,2011-01-07,364,336,1
15608,2010-10-20,2011-11-11,387,28,0
15609,2011-06-08,2011-06-08,0,184,1
15610,2011-10-19,2011-10-19,0,51,0
15611,2010-01-25,2011-11-30,674,9,0
15612,2011-10-09,2011-11-03,25,36,0
15613,2010-04-08,2010-04-08,0,610,1
15614,2010-03-23,2010-09-28,189,437,1
15615,2009-12-02,2011-11-29,727,10,0
15616,2010-09-27,2010-09-27,0,438,1
15617,2010-07-20,2010-11-08,111,396,1
15618,2011-07-26,2011-11-07,104,32,0
15619,2011-11-29,2011-11-29,0,10,0
15620,2010-10-26,2011-10-14,353,56,0
15621,2011-11-18,2011-12-05,17,4,0
15622,2010-03-04,2011-10-27,602,43,0
15623,2009-12-10,2011-07-21,588,141,1
15624,2011-03-28,2011-08-15,140,116,1
15625,2010-06-15,2011-08-28,439,103,1
15626,2010-10-14,2011-09-26,347,74,0
15627,2010-07-05,2010-09-08,65,457,1
15628,2009-12-13,2011-12-05,722,4,0
15629,2010-06-25,2010-09-15,82,450,1
15630,2010-03-05,2011-10-25,599,45,0
15631,2010-03-07,2010-03-07,0,642,1
15632,2011-03-10,2011-11-24,259,15,0
15633,2009-12-08,2010-07-18,222,509,1
15634,2010-11-21,2011-11-22,366,17,0
15635,2010-11-09,2010-11-09,0,395,1
15636,2010-05-19,2011-09-11,480,89,0
15637,2009-12-15,2011-10-18,672,52,0
15638,2010-04-08,2010-11-26,232,378,1
15639,2010-04-13,2011-07-28,471,134,1
15640,2009-12-14,2011-12-05,721,4,0
15641,2009-12-06,2011-08-26,628,105,1
15642,2009-12-10,2009-12-10,0,729,1
15643,2011-03-02,2011-06-01,91,191,1
15644,2011-03-23,2011-06-26,95,166,1
15645,2010-10-10,2011-11-21,407,18,0
15646,2010-10-25,2011-07-05,253,157,1
15647,2010-10-20,2010-10-20,0,415,1
15648,2011-03-17,2011-05-19,63,204,1
15649,2010-11-17,2011-01-07,51,336,1
15650,2010-03-21,2010-07-06,107,521,1
15651,2010-04-22,2011-11-03,560,36,0
15652,2010-08-11,2011-09-09,394,91,1
15653,2011-08-16,2011-09-08,23,92,1
15654,2011-11-13,2011-11-30,17,9,0
15655,2011-04-10,2011-04-10,0,243,1
15656,2011-02-28,2011-10-25,239,45,0
15657,2011-11-17,2011-11-17,0,22,0
15658,2009-12-03,2011-06-02,546,190,1
15659,2010-02-24,2011-10-27,610,43,0
15660,2010-02-05,2011-11-14,647,25,0
15661,2010-05-10,2011-01-26,261,317,1
15662,2009-12-01,2010-02-16,77,661,1
15663,2011-08-25,2011-08-25,0,106,1
15664,2010-02-28,2011-10-20,599,50,0
15665,2010-03-14,2011-06-24,467,168,1
15666,2010-08-01,2010-08-24,23,472,1
15667,2011-10-31,2011-10-31,0,39,0
15668,2011-05-06,2011-05-06,0,217,1
15669,2011-03-21,2011-10-30,223,40,0
15670,2010-06-01,2011-02-16,260,296,1
15671,2011-03-14,2011-11-21,252,18,0
15672,2009-12-14,2009-12-14,0,725,1
15673,2010-02-22,2011-09-12,567,88,0
15674,2009-12-08,2011-09-27,658,73,0
15675,2010-10-31,2011-09-19,323,81,0
15676,2011-03-01,2011-11-21,265,18,0
15677,2010-09-02,2011-10-21,414,49,0
15678,2010-07-05,2011-10-18,470,52,0
15679,2011-06-10,2011-11-15,158,24,0
15680,2009-12-02,2011-11-30,728,9,0
15681,2010-05-24,2011-11-14,539,25,0
15682,2010-01-21,2010-04-19,88,599,1
15683,2010-08-23,2011-08-14,356,117,1
15684,2009-12-04,2010-06-10,188,547,1
15685,2010-09-15,2010-09-15,0,450,1
15686,2010-10-15,2010-10-15,0,420,1
15687,2011-01-13,2011-12-01,322,8,0
15688,2010-10-17,2010-10-17,0,418,1
15689,2010-04-01,2011-08-12,498,119,1
15690,2011-08-31,2011-12-05,96,4,0
15691,2009-12-06,2011-04-01,481,252,1
15692,2011-11-11,2011-11-11,0,28,0
15693,2010-02-18,2010-02-18,0,659,1
15694,2009-12-07,2011-12-09,732,0,0
15695,2010-01-27,2011-03-18,415,266,1
15696,2010-01-24,2011-11-06,651,33,0
15697,2010-01-19,2010-01-19,0,689,1
15698,2010-03-25,2010-03-25,0,624,1
15699,2011-11-22,2011-11-22,0,17,0
15700,2011-06-19,2011-06-20,1,172,1
15701,2011-08-21,2011-12-07,108,2,0
15702,2010-01-26,2010-08-20,206,476,1
15703,2011-03-20,2011-03-20,0,264,1
15704,2010-05-05,2011-07-22,443,140,1
15705,2011-05-22,2011-05-22,0,201,1
15706,2011-08-15,2011-10-07,53,63,0
15707,2011-09-14,2011-11-04,51,35,0
15708,2010-10-10,2011-10-30,385,40,0
15709,2010-04-29,2011-03-01,306,283,1
15710,2010-10-18,2010-10-18,0,417,1
15711,2010-01-24,2010-06-01,128,556,1
15712,2009-12-01,2011-11-30,729,9,0
15713,2009-12-16,2011-07-19,580,143,1
15714,2010-06-02,2011-11-28,544,11,0
15715,2010-03-30,2010-06-02,64,555,1
15716,2009-12-07,2011-07-17,587,145,1
15717,2010-04-26,2011-04-19,358,234,1
15718,2010-06-17,2010-06-17,0,540,1
15719,2009-12-01,2011-11-07,706,32,0
15720,2010-06-07,2011-11-15,526,24,0
15721,2011-11-28,2011-11-28,0,11,0
15722,2010-03-09,2011-11-04,605,35,0
15723,2010-05-14,2010-12-10,210,364,1
15724,2010-11-04,2011-05-22,199,201,1
15725,2011-11-24,2011-11-24,0,15,0
15726,2010-11-14,2010-11-14,0,390,1
15727,2010-01-24,2011-11-23,668,16,0
15728,2010-09-21,2010-11-25,65,379,1
15729,2010-11-01,2011-05-11,191,212,1
15730,2010-10-04,2011-10-05,366,65,0
15731,2010-06-04,2010-06-04,0,553,1
15732,2010-02-04,2011-05-11,461,212,1
15733,2011-03-02,2011-03-02,0,282,1
15734,2010-06-10,2011-08-17,433,114,1
15735,2010-10-14,2010-10-14,0,421,1
15736,2010-09-30,2010-09-30,0,435,1
15737,2011-04-11,2011-11-25,228,14,0
15738,2009-12-10,2011-11-21,711,18,0
15739,2011-10-04,2011-10-04,0,66,0
15740,2011-10-21,2011-10-21,0,49,0
15741,2010-03-31,2010-09-07,160,458,1
15742,2010-03-30,2010-03-30,0,619,1
15743,2011-06-08,2011-11-23,168,16,0
15744,2011-09-23,2011-09-23,0,77,0
15745,2011-04-17,2011-11-20,217,19,0
15746,2011-07-28,2011-07-28,0,134,1
15747,2010-01-18,2011-11-27,678,12,0
15748,2010-09-16,2011-10-30,409,40,0
15749,2011-01-11,2011-04-18,97,235,1
15750,2009-12-01,2011-12-07,736,2,0
15751,2009-12-06,2010-09-05,273,460,1
15752,2010-09-08,2011-10-31,418,39,0
15753,2011-02-08,2011-02-08,0,304,1
15754,2010-02-22,2011-10-19,604,51,0
15755,2009-12-04,2011-11-29,725,10,0
15756,2011-04-04,2011-10-09,188,61,0
15757,2010-06-10,2011-10-05,482,65,0
15758,2011-11-15,2011-11-15,0,24,0
15759,2009-12-02,2011-05-05,519,218,1
15760,2010-03-19,2010-03-19,0,630,1
15761,2010-09-23,2010-09-23,0,442,1
15762,2011-09-23,2011-10-05,12,65,0
15763,2011-09-23,2011-11-08,46,31,0
15764,2010-08-18,2011-09-12,390,88,0
15765,2010-02-11,2010-02-11,0,666,1
15766,2010-01-26,2011-10-06,618,64,0
15768,2009-12-03,2011-08-16,621,115,1
15769,2009-12-11,2011-12-02,721,7,0
15770,2010-04-06,2010-04-06,0,612,1
15771,2010-01-15,2010-04-14,89,604,1
15772,2010-10-17,2010-10-17,0,418,1
15773,2010-10-26,2011-12-04,404,5,0
15774,2010-02-21,2011-10-02,588,68,0
15775,2010-03-18,2011-04-08,386,245,1
15776,2011-07-29,2011-07-29,0,133,1
15777,2010-05-20,2011-04-12,327,241,1
15778,2010-10-04,2010-10-04,0,431,1
15779,2010-06-25,2010-09-02,69,463,1
15780,2010-12-17,2011-06-09,174,183,1
15781,2011-02-07,2011-11-14,280,25,0
15782,2010-10-05,2011-11-30,421,9,0
15783,2011-11-29,2011-11-29,0,10,0
15784,2010-02-05,2010-08-29,205,467,1
15785,2009-12-15,2011-11-07,692,32,0
15786,2010-06-21,2011-10-24,490,46,0
15787,2011-10-09,2011-11-13,35,26,0
15788,2010-07-19,2010-07-19,0,508,1
15789,2010-03-26,2010-12-16,265,358,1
15790,2011-11-29,2011-11-29,0,10,0
15791,2010-03-08,2011-10-27,598,43,0
15792,2010-03-31,2010-11-05,219,399,1
15793,2009-12-01,2011-11-25,724,14,0
15794,2009-12-02,2009-12-03,1,736,1
15795,2010-01-18,2011-07-13,541,149,1
15796,2010-03-31,2011-12-08,617,1,0
15797,2010-01-27,2011-08-18,568,113,1
15798,2010-01-27,2010-08-04,189,492,1
15799,2010-10-17,2011-09-25,343,75,0
15800,2010-03-31,2011-08-24,511,107,1
15801,2011-08-22,2011-10-24,63,46,0
15802,2011-07-20,2011-07-20,0,142,1
15803,2010-02-01,2011-10-19,625,51,0
15804,2011-05-25,2011-12-09,198,0,0
15805,2009-12-10,2011-11-16,706,23,0
15806,2011-03-08,2011-10-24,230,46,0
15807,2010-02-11,2011-10-20,616,50,0
15808,2009-12-01,2011-02-06,432,306,1
15809,2010-06-22,2011-11-03,499,36,0
15810,2010-02-04,2011-09-22,595,78,0
15811,2010-11-16,2011-11-17,366,22,0
15812,2009-12-15,2011-08-24,617,107,1
15813,2011-04-14,2011-05-16,32,207,1
15814,2010-04-15,2011-11-23,587,16,0
15815,2011-03-25,2011-10-07,196,63,0
15816,2010-06-15,2010-06-15,0,542,1
15817,2010-06-14,2010-10-15,123,420,1
15818,2010-04-30,2010-04-30,0,588,1
15819,2010-03-18,2011-10-21,582,49,0
15820,2011-01-24,2011-01-24,0,319,1
15821,2011-10-09,2011-10-26,17,44,0
15822,2009-12-06,2011-12-06,730,3,0
15823,2009-12-08,2010-12-02,359,372,1
15824,2010-06-25,2010-09-12,79,453,1
15825,2011-06-20,2011-06-20,0,172,1
15826,2010-05-20,2011-10-14,512,56,0
15827,2010-01-08,2011-09-27,627,73,0
15828,2010-11-29,2010-11-29,0,375,1
15829,2011-07-22,2011-09-01,41,99,1
15830,2011-11-02,2011-11-02,0,37,0
15831,2011-01-19,2011-10-12,266,58,0
15832,2011-03-30,2011-03-30,0,254,1
15833,2009-12-02,2009-12-02,0,737,1
15834,2010-10-11,2011-09-30,354,70,0
15835,2011-01-13,2011-10-26,286,44,0
15836,2011-10-20,2011-10-20,0,50,0
15837,2010-08-11,2011-10-06,421,64,0
15838,2009-12-15,2011-11-28,713,11,0
15839,2011-07-14,2011-11-06,115,33,0
15840,2011-06-20,2011-10-12,114,58,0
15841,2009-12-10,2011-09-28,657,72,0
15842,2010-06-30,2010-11-11,134,393,1
15843,2011-02-09,2011-02-09,0,303,1
15844,2011-10-24,2011-10-24,0,46,0
15845,2010-01-26,2011-11-22,665,17,0
15846,2010-11-19,2010-11-19,0,385,1
15847,2010-03-08,2011-11-01,603,38,0
15848,2010-03-28,2010-03-28,0,621,1
15850,2009-12-13,2011-11-20,707,19,0
15851,2010-07-01,2010-07-01,0,526,1
15852,2010-07-01,2011-06-06,340,186,1
15853,2011-10-19,2011-10-19,0,51,0
15854,2009-12-10,2011-12-05,725,4,0
15855,2010-08-20,2011-07-26,340,136,1
15856,2009-12-03,2011-12-05,732,4,0
15857,2010-10-05,2011-11-21,412,18,0
15858,2009-12-10,2011-11-24,714,15,0
15859,2010-10-03,2010-10-03,0,432,1
15860,2009-12-06,2011-10-30,693,40,0
15861,2010-01-28,2011-11-27,668,12,0
15862,2009-12-17,2011-12-01,714,8,0
15863,2009-12-17,2011-11-14,697,25,0
15864,2010-11-23,2011-11-17,359,22,0
15865,2010-01-05,2011-10-30,663,40,0
15866,2011-08-30,2011-08-30,0,101,1
15867,2009-12-14,2011-12-04,720,5,0
15868,2010-05-05,2010-05-05,0,583,1
15869,2010-03-23,2011-03-07,349,277,1
15870,2010-09-19,2011-11-07,414,32,0
15871,2010-09-28,2010-09-28,0,437,1
15872,2010-06-07,2011-11-25,536,14,0
15873,2010-07-27,2010-07-28,1,499,1
15874,2010-01-07,2011-10-07,638,63,0
15875,2010-03-03,2010-03-03,0,646,1
15876,2010-09-17,2010-10-26,39,409,1
15877,2011-11-22,2011-12-08,16,1,0
15878,2009-12-06,2010-05-27,172,561,1
15879,2009-12-17,2010-10-31,318,404,1
15880,2010-12-05,2010-12-05,0,369,1
15881,2010-12-10,2011-01-31,52,312,1
15882,2009-12-10,2011-05-25,531,198,1
15883,2011-11-06,2011-12-07,31,2,0
15884,2009-12-03,2010-10-03,304,432,1
15885,2010-01-21,2011-09-08,595,92,1
15886,2010-04-20,2011-10-10,538,60,0
15887,2010-06-02,2010-10-29,149,406,1
15888,2010-07-01,2011-09-20,446,80,0
15889,2009-12-10,2011-07-06,573,156,1
15890,2010-04-14,2010-11-10,210,394,1
15891,2011-04-27,2011-04-27,0,226,1
15892,2010-02-08,2010-02-08,0,669,1
15893,2010-08-15,2010-08-15,0,481,1
15894,2010-12-05,2011-03-31,116,253,1
15895,2011-07-13,2011-07-13,0,149,1
15897,2011-05-29,2011-05-29,0,194,1
15898,2009-12-11,2011-12-08,727,1,0
15899,2010-12-06,2010-12-06,0,368,1
15900,2010-05-26,2011-11-16,539,23,0
15901,2010-06-14,2011-11-23,527,16,0
15902,2010-11-24,2010-11-24,0,380,1
15903,2010-01-14,2011-11-30,685,9,0
15904,2011-12-01,2011-12-01,0,8,0
15905,2010-06-14,2010-06-14,0,543,1
15906,2010-09-15,2011-11-20,431,19,0
15907,2011-05-13,2011-12-06,207,3,0
15908,2010-07-15,2010-08-06,22,490,1
15909,2011-06-19,2011-06-19,0,173,1
15910,2010-01-21,2011-12-09,687,0,0
15911,2009-12-09,2010-03-26,107,623,1
15912,2009-12-10,2011-06-14,551,178,1
15913,2010-06-23,2010-06-23,0,534,1
15914,2010-11-26,2010-11-26,0,378,1
15915,2010-11-03,2010-11-03,0,401,1
15916,2009-12-10,2011-11-23,713,16,0
15917,2009-12-02,2011-04-06,490,247,1
15918,2010-03-18,2011-06-02,441,190,1
15919,2010-12-06,2011-11-20,349,19,0
15920,2009-12-14,2011-07-08,571,154,1
15921,2010-03-09,2011-06-20,468,172,1
15922,2010-12-01,2010-12-01,0,373,1
15923,2010-12-02,2010-12-02,0,372,1
15924,2009-12-08,2009-12-08,0,731,1
15925,2011-05-29,2011-05-29,0,194,1
15926,2010-06-15,2010-06-15,0,542,1
15927,2010-03-02,2010-03-02,0,647,1
15928,2010-02-21,2010-02-21,0,656,1
15929,2010-03-05,2010-03-05,0,644,1
15930,2011-10-03,2011-10-03,0,67,0
15931,2010-10-07,2010-10-07,0,428,1
15932,2011-02-23,2011-12-05,285,4,0
15933,2011-09-14,2011-11-18,65,21,0
15934,2010-10-06,2010-10-18,12,417,1
15935,2011-04-12,2011-04-14,2,239,1
15936,2010-08-29,2010-11-25,88,379,1
15937,2011-10-06,2011-10-06,0,64,0
15938,2010-06-01,2011-08-19,444,112,1
15939,2010-11-30,2011-09-11,285,89,0
15940,2011-02-01,2011-02-01,0,311,1
